,provice,zone,title,name,surname,no.,party
262,กรุงเทพมหานคร,14,นาย,อํานวย,อินทสร,12,พลังธรรมใหม่
263,กรุงเทพมหานคร,14,นาย,ประทีป,มุสิกชาติ,13,ประชาชนปฏิรูป
264,กรุงเทพมหานคร,14,นาย,แมน,เจริญวัลย์,14,รวมพลังประชาชาติไทย
265,กรุงเทพมหานคร,14,นาย,ชวิศ,ชุมพล,15,เพื่อชาติ
266,กรุงเทพมหานคร,14,นาย,ตฤณธัป,เทพประสิทธ์ิ,16,ไทยศรีวิไลย์
267,กรุงเทพมหานคร,14,นาย,ณัฐวรรธน์,ถิระวัฒน์,17,มหาชน
268,กรุงเทพมหานคร,14,นาย,ธรรมศักดิ์,เติมจิตรอารีย์,18,ประชานิยม
269,กรุงเทพมหานคร,15,นาย,ธนัตถ์,ธนากิจอํานวย,1,ประชาธิปัตย์
270,กรุงเทพมหานคร,15,นาย,อิงควัศ,อมาตยกุล,2,อนาคตใหม่
271,กรุงเทพมหานคร,15,นางสาว,กัญญฌัช,พรารักษ์,3,พลังท้องถ่ินไท
272,กรุงเทพมหานคร,15,นาย,สุรินทร์,งามขํา,4,ประชานิยม
273,กรุงเทพมหานคร,15,นาย,วิชาญ,มีนชัยนันท์,6,เพื่อไทย
274,กรุงเทพมหานคร,15,นาย,พงศ์ไพศาล,มะลูลีม,7,ภูมิใจไทย
275,กรุงเทพมหานคร,15,นาย,สําคัญต่อชาติ,เอ่ียมอํ่า,8,เพื่อชาติ
276,กรุงเทพมหานคร,15,นาย,กันตชนม์,ศิวะพิมล,9,ชาติพัฒนา
277,กรุงเทพมหานคร,15,นาย,พัลลภ,มีพันธ์,10,ประชาชนปฏิรูป
278,กรุงเทพมหานคร,15,นาง,ทัศนีย์,ชลายนเดชะ,11,ประชาชาติ
279,กรุงเทพมหานคร,15,นาย,ชาญวิทย์,วิภูศิริ,12,พลังประชารัฐ
280,กรุงเทพมหานคร,15,นาย,คณิต,สุขรัตน์,13,เสรีรวมไทย
281,กรุงเทพมหานคร,15,นาย,กอบชัย,ซาบุตร,14,ชาติไทยพัฒนา
282,กรุงเทพมหานคร,15,นาย,บัณฑิตพงศ์,พรพิรุณ,15,ไทยศรีวิไลย์
283,กรุงเทพมหานคร,15,นางสาว,ภัทพร,ธนวัฒน์ธาดา,16,รวมพลังประชาชาติไทย
284,กรุงเทพมหานคร,16,นาย,ฐาคณิษฐ์,พรทองประเสริฐ,1,ประชาชาติ
285,กรุงเทพมหานคร,16,นาย,นพฤทธ์ิ,แพทยานนท์,2,ภราดรภาพ
286,กรุงเทพมหานคร,16,นาย,บุญมี,พิบูลย์คณารักษ์,4,ภูมิใจไทย
287,กรุงเทพมหานคร,16,นาย,นิพัทธ์พนธ์,สุวรรณชนะ,5,เสรีรวมไทย
288,กรุงเทพมหานคร,16,นาย,จิรายุ,ห่วงทรัพย์,6,เพื่อไทย
289,กรุงเทพมหานคร,16,นาย,ธนพล,นิมิตตานนท์,7,ประชาชนปฏิรูป
290,กรุงเทพมหานคร,16,ว่าท่ีร้อยตํารวจตรี,กอบโชค,บุญจันทร์,8,ประชาภิวัฒน์
291,กรุงเทพมหานคร,16,นาย,ปริญญา,มานวงค์,9,ชาติพัฒนา
292,กรุงเทพมหานคร,16,นาย,กิตติศักดิ์,ทาทิพย์,10,รวมพลังประชาชาติไทย
293,กรุงเทพมหานคร,16,นางสาว,เกศกานดา,อินช่วย,11,พลังประชารัฐ
294,กรุงเทพมหานคร,16,นาย,วาทิศ,ธนกิจกาศมณี,13,อนาคตใหม่
295,กรุงเทพมหานคร,16,นาย,ธนพล,ธราพร,14,พลังท้องถ่ินไท
296,กรุงเทพมหานคร,17,นางสาว,จุฬาลักษณ์,รุ่งเรืองมงคล,1,อนาคตใหม่
297,กรุงเทพมหานคร,17,นาย,เทเวศวร์,ทองศรี,2,พลังปวงชนไทย
298,กรุงเทพมหานคร,17,นาย,ชุมพล,พุฒซ้อน,3,พลังประชาธิปไตย
299,กรุงเทพมหานคร,17,นาย,วสันต์,มีวงษ์,4,รวมพลังประชาชาติไทย
300,กรุงเทพมหานคร,17,นาย,สมัย,เปลี่ยนเดชา,5,รักษ์ผืนป่าประเทศไทย
301,กรุงเทพมหานคร,17,นางสาว,เบญญาภา,เกษประดิษฐ,6,ประชาธิปัตย์
302,กรุงเทพมหานคร,17,นาย,เสนาะ,เพ็ชบุรี,7,เสรีรวมไทย
303,กรุงเทพมหานคร,17,นาย,สุรชัย,เปล่งแสง,8,ภูมิใจไทย
304,กรุงเทพมหานคร,17,นาย,ไพโรจน์,อิสระเสรีพงษ์,9,เพื่อไทย
305,กรุงเทพมหานคร,17,นาย,ศิริพงษ์,รัสมี,10,พลังประชารัฐ
306,กรุงเทพมหานคร,17,นาย,พูนลาภ,สุมะนะ,11,พลังธรรมใหม่
307,กรุงเทพมหานคร,17,นาย,ภูวกร,รัตนพานิช,12,ประชาชนปฏิรูป
308,กรุงเทพมหานคร,17,นาย,ชัชชัย,ธรรมแสงสีเงิน,13,ชาติพัฒนา
309,กรุงเทพมหานคร,17,นาง,บุษบา,พุ่มพวง,14,พลังท้องถ่ินไท
310,กรุงเทพมหานคร,17,นาย,วิภาค,ตันติกิจชาญชัย,15,ประชานิยม
311,กรุงเทพมหานคร,17,นาย,อวยชัย,ปิยธรรมชัย,16,ชาติไทยพัฒนา
312,กรุงเทพมหานคร,17,นาย,เพชรพงษ์,พงษ์สิทธิศักดิ์,17,เพื่อชาติ
313,กรุงเทพมหานคร,17,นาย,ธนวัฒน์,พุกอุย,18,ไทยศรีวิไลย์
314,กรุงเทพมหานคร,17,นางสาว,พลอยปภัค,เจนวิวัฒน์สกุล,19,ภราดรภาพ
